tick;position;velocity;acceleration;cubic_p;cubic_v; cubic_a;dpos;dvel
164;2,6896;3,28;2;2,6896;3,28;2;;
165;2,7225;3,3;2;2,7225;3,3;2;;
166;2,7556;3,32;2;2,7556;3,32;2;;
167;2,7889;3,34;2;2,7889;3,34;2;;
168;2,8224;3,36;2;2,8224;3,36;2;;
169;2,8561;3,38;2;2,8561;3,38;2;;
170;2,89;3,4;2;2,89;3,4;2;;
171;2,9241;3,42;2;2,9241;3,42;2;;
172;2,9584;3,44;2;2,9584;3,44;2;;
173;2,9929;3,46;2;2,9929;3,46;2;;
174;3,0276;3,48;2;3,0276;3,48;2;;
175;3,0625;3,5;2;3,0625;3,5;2;;
176;3,0976;3,52;2;3,0976;3,52;2;;
177;3,1329;3,54;2;3,1329;3,54;2;;
178;3,1684;3,56;2;3,1684;3,56;2;;
179;3,2041;3,58;2;3,2041;3,58;2;;
180;3,24;3,6;2;3,24;3,6;2;;
181;3,2761;3,62;2;3,2761;3,62;2;;
182;3,3124;3,64;2;3,3124;3,64;2;;
183;3,3489;3,66;2;3,3489;3,66;2;;
184;3,3856;3,68;2;3,3856;3,68;2;;
185;3,4225;3,7;2;3,4225;3,7;2;;
186;3,4596;3,72;2;3,4596;3,72;2;;
187;3,4969;3,74;2;3,4969;3,74;2;;
188;3,5344;3,76;2;3,5344;3,76;2;;
189;3,5721;3,78;2;3,5721;3,78;2;;
190;3,61;3,8;2;3,61;3,8;2;;
191;3,6481;3,82;2;3,6481;3,82;2;;
192;3,6864;3,84;2;3,6864;3,84;2;;
193;3,7249;3,86;2;3,7249;3,86;2;;
194;3,7636;3,88;2;3,7636;3,88;2;;
195;3,8025;3,9;2;3,8025;3,9;2;;
196;3,8416;3,92;2;3,8416;3,92;2;;
197;3,8809;3,94;2;3,8809;3,94;2;;
198;3,9204;3,96;2;3,9204;3,96;2;;
199;3,9601;3,98;2;3,9601;3,98;2;;
200;4;4;2;4;4;2,5;4;4
201;4,0401;4,02;2;4,0401245;4,02485;2,47;;
202;4,0804;4,04;2;4,080496;4,0494;2,44;;
203;4,1209;4,06;2;4,1211115;4,07365;2,41;;
204;4,1616;4,08;2;4,161968;4,0976;2,38;;
205;4,2025;4,1;2;4,2030625;4,12125;2,35;;
206;4,2436;4,12;2;4,244392;4,1446;2,32;;
207;4,2849;4,14;2;4,2859535;4,16765;2,29;;
208;4,3264;4,16;2;4,327744;4,1904;2,26;;
209;4,3681;4,18;2;4,3697605;4,21285;2,23;;
210;4,41;4,2;2;4,412;4,235;2,2;;
211;4,4521;4,22;2;4,4544595;4,25685;2,17;;
212;4,4944;4,24;2;4,497136;4,2784;2,14;;
213;4,5369;4,26;2;4,5400265;4,29965;2,11;;
214;4,5796;4,28;2;4,583128;4,3206;2,08;;
215;4,6225;4,3;2;4,6264375;4,34125;2,05;;
216;4,6656;4,32;2;4,669952;4,3616;2,02;;
217;4,7089;4,34;2;4,7136685;4,38165;1,99;;
218;4,7524;4,36;2;4,757584;4,4014;1,96;;
219;4,7961;4,38;2;4,8016955;4,42085;1,93;;
220;4,84;4,4;2;4,846;4,44;1,9;;
221;4,8841;4,42;2;4,8904945;4,45885;1,87;;
222;4,9284;4,44;2;4,935176;4,4774;1,84;;
223;4,9729;4,46;2;4,9800415;4,49565;1,81;;
224;5,0176;4,48;2;5,025088;4,5136;1,78;;
225;5,0625;4,5;2;5,0703125;4,53125;1,75;;
226;5,1076;4,52;2;5,115712;4,5486;1,72;;
227;5,1529;4,54;2;5,1612835;4,56565;1,69;;
228;5,1984;4,56;2;5,207024;4,5824;1,66;;
229;5,2441;4,58;2;5,2529305;4,59885;1,63;;
230;5,29;4,6;2;5,299;4,615;1,6;;
231;5,3361;4,62;2;5,3452295;4,63085;1,57;;
232;5,3824;4,64;2;5,391616;4,6464;1,54;;
233;5,4289;4,66;2;5,4381565;4,66165;1,51;;
234;5,4756;4,68;2;5,484848;4,6766;1,48;;
235;5,5225;4,7;2;5,5316875;4,69125;1,45;;
236;5,5696;4,72;2;5,578672;4,7056;1,42;;
237;5,6169;4,74;2;5,6257985;4,71965;1,39;;
238;5,6644;4,76;2;5,673064;4,7334;1,36;;
239;5,7121;4,78;2;5,7204655;4,74685;1,33;;
240;5,76;4,8;2;5,768;4,76;1,3;;
241;5,8081;4,82;2;5,8156645;4,77285;1,27;;
242;5,8564;4,84;2;5,863456;4,7854;1,24;;
243;5,9049;4,86;2;5,9113715;4,79765;1,21;;
244;5,9536;4,88;2;5,959408;4,8096;1,18;;
245;6,0025;4,9;2;6,0075625;4,82125;1,15;;
246;6,0516;4,92;2;6,055832;4,8326;1,12;;
247;6,1009;4,94;2;6,1042135;4,84365;1,09;;
248;6,1504;4,96;2;6,152704;4,8544;1,06;;
249;6,2001;4,98;2;6,2013005;4,86485;1,03;;
250;6,25;5;2;6,25;4,875;1;;
251;6,3;5;0;6,2987995;4,88485;0,97;;
252;6,35;5;0;6,347696;4,8944;0,94;;
253;6,4;5;0;6,3966865;4,90365;0,91;;
254;6,45;5;0;6,445768;4,9126;0,88;;
255;6,5;5;0;6,4949375;4,92125;0,85;;
256;6,55;5;0;6,544192;4,9296;0,82;;
257;6,6;5;0;6,5935285;4,93765;0,79;;
258;6,65;5;0;6,642944;4,9454;0,76;;
259;6,7;5;0;6,6924355;4,95285;0,73;;
260;6,75;5;0;6,742;4,96;0,7;;
261;6,8;5;0;6,7916345;4,96685;0,67;;
262;6,85;5;0;6,841336;4,9734;0,64;;
263;6,9;5;0;6,8911015;4,97965;0,61;;
264;6,95;5;0;6,940928;4,9856;0,58;;
265;7;5;0;6,9908125;4,99125;0,55;;
266;7,05;5;0;7,040752;4,9966;0,52;;
267;7,1;5;0;7,0907435;5,00165;0,49;;
268;7,15;5;0;7,140784;5,0064;0,46;;
269;7,2;5;0;7,1908705;5,01085;0,43;;
270;7,25;5;0;7,241;5,015;0,4;;
271;7,3;5;0;7,2911695;5,01885;0,37;;
272;7,35;5;0;7,341376;5,0224;0,34;;
273;7,4;5;0;7,3916165;5,02565;0,31;;
274;7,45;5;0;7,441888;5,0286;0,28;;
275;7,5;5;0;7,4921875;5,03125;0,25;;
276;7,55;5;0;7,542512;5,0336;0,22;;
277;7,6;5;0;7,5928585;5,03565;0,19;;
278;7,65;5;0;7,643224;5,0374;0,16;;
279;7,7;5;0;7,6936055;5,03885;0,13;;
280;7,75;5;0;7,744;5,04;0,1;;
281;7,8;5;0;7,7944045;5,04085;0,07;;
282;7,85;5;0;7,844816;5,0414;0,04;;
283;7,9;5;0;7,8952315;5,04165;0,01;;
284;7,95;5;0;7,945648;5,0416;-0,02;;
285;8;5;0;7,9960625;5,04125;-0,05;;
286;8,05;5;0;8,046472;5,0406;-0,08;;
287;8,1;5;0;8,0968735;5,03965;-0,11;;
288;8,15;5;0;8,147264;5,0384;-0,14;;
289;8,2;5;0;8,1976405;5,03685;-0,17;;
290;8,25;5;0;8,248;5,035;-0,2;;
291;8,3;5;0;8,2983395;5,03285;-0,23;;
292;8,35;5;0;8,348656;5,0304;-0,26;;
293;8,4;5;0;8,3989465;5,02765;-0,29;;
294;8,45;5;0;8,449208;5,0246;-0,32;;
295;8,5;5;0;8,4994375;5,02125;-0,35;;
296;8,55;5;0;8,549632;5,0176;-0,38;;
297;8,6;5;0;8,5997885;5,01365;-0,41;;
298;8,65;5;0;8,649904;5,0094;-0,44;;
299;8,7;5;0;8,6999755;5,00485;-0,47;;
300;8,75;5;0;8,75;5;0;8,75;5
301;8,8;5;0;8,8;5;0;;
302;8,85;5;0;8,85;5;0;;
303;8,9;5;0;8,9;5;0;;
304;8,95;5;0;8,95;5;0;;
305;9;5;0;9;5;0;;
306;9,05;5;0;9,05;5;0;;
307;9,1;5;0;9,1;5;0;;
308;9,15;5;0;9,15;5;0;;
309;9,2;5;0;9,2;5;0;;
310;9,25;5;0;9,25;5;0;;
311;9,3;5;0;9,3;5;0;;
312;9,35;5;0;9,35;5;0;;
313;9,4;5;0;9,4;5;0;;
314;9,45;5;0;9,45;5;0;;
315;9,5;5;0;9,5;5;0;;
316;9,55;5;0;9,55;5;0;;
317;9,6;5;0;9,6;5;0;;
318;9,65;5;0;9,65;5;0;;
319;9,7;5;0;9,7;5;0;;
320;9,75;5;0;9,75;5;0;;
321;9,8;5;0;9,8;5;0;;
322;9,85;5;0;9,85;5;0;;
323;9,9;5;0;9,9;5;0;;
324;9,95;5;0;9,95;5;0;;
325;10;5;0;10;5;0;;
326;10,05;5;0;10,05;5;0;;
327;10,1;5;0;10,1;5;0;;
328;10,15;5;0;10,15;5;0;;
329;10,2;5;0;10,2;5;0;;
330;10,25;5;0;10,25;5;0;;
331;10,3;5;0;10,3;5;0;;
332;10,35;5;0;10,35;5;0;;
333;10,4;5;0;10,4;5;0;;
334;10,45;5;0;10,45;5;0;;
335;10,5;5;0;10,5;5;0;;
336;10,55;5;0;10,55;5;0;;
337;10,6;5;0;10,6;5;0;;
338;10,65;5;0;10,65;5;0;;
339;10,7;5;0;10,7;5;0;;
340;10,75;5;0;10,75;5;0;;
341;10,8;5;0;10,8;5;0;;
342;10,85;5;0;10,85;5;0;;
343;10,9;5;0;10,9;5;0;;
344;10,95;5;0;10,95;5;0;;
345;11;5;0;11;5;0;;
346;11,05;5;0;11,05;5;0;;
347;11,1;5;0;11,1;5;0;;
348;11,15;5;0;11,15;5;0;;
349;11,2;5;0;11,2;5;0;;
350;11,25;5;0;11,25;5;0;;
351;11,3;5;0;11,3;5;0;;
352;11,35;5;0;11,35;5;0;;
353;11,4;5;0;11,4;5;0;;
354;11,45;5;0;11,45;5;0;;
355;11,5;5;0;11,5;5;0;;
356;11,55;5;0;11,55;5;0;;
357;11,6;5;0;11,6;5;0;;
358;11,65;5;0;11,65;5;0;;
359;11,7;5;0;11,7;5;0;;
360;11,75;5;0;11,75;5;0;;
361;11,8;5;0;11,8;5;0;;
362;11,85;5;0;11,85;5;0;;
363;11,9;5;0;11,9;5;0;;
364;11,95;5;0;11,95;5;0;;
365;12;5;0;12;5;0;;
366;12,05;5;0;12,05;5;0;;
367;12,1;5;0;12,1;5;0;;
368;12,15;5;0;12,15;5;0;;
369;12,2;5;0;12,2;5;0;;
370;12,25;5;0;12,25;5;0;;
371;12,3;5;0;12,3;5;0;;
372;12,35;5;0;12,35;5;0;;
373;12,4;5;0;12,4;5;0;;
374;12,45;5;0;12,45;5;0;;
375;12,5;5;0;12,5;5;0;;
376;12,55;5;0;12,55;5;0;;
377;12,6;5;0;12,6;5;0;;
378;12,65;5;0;12,65;5;0;;
379;12,7;5;0;12,7;5;0;;
380;12,75;5;0;12,75;5;0;;
381;12,8;5;0;12,8;5;0;;
382;12,85;5;0;12,85;5;0;;
383;12,9;5;0;12,9;5;0;;
384;12,95;5;0;12,95;5;0;;
385;13;5;0;13;5;0;;
386;13,05;5;0;13,05;5;0;;
387;13,1;5;0;13,1;5;0;;
388;13,15;5;0;13,15;5;0;;
389;13,2;5;0;13,2;5;0;;
390;13,25;5;0;13,25;5;0;;
391;13,3;5;0;13,3;5;0;;
392;13,35;5;0;13,35;5;0;;
393;13,4;5;0;13,4;5;0;;
394;13,45;5;0;13,45;5;0;;
395;13,5;5;0;13,5;5;0;;
396;13,55;5;0;13,55;5;0;;
397;13,6;5;0;13,6;5;0;;
398;13,65;5;0;13,65;5;0;;
399;13,7;5;0;13,7;5;0;;
400;13,75;5;0;13,75;5;0;13,75;5
401;13,8;5;0;13,8;5;0;;
402;13,85;5;0;13,85;5;0;;
403;13,9;5;0;13,9;5;0;;
404;13,95;5;0;13,95;5;0;;
405;14;5;0;14;5;0;;
406;14,05;5;0;14,05;5;0;;
407;14,1;5;0;14,1;5;0;;
408;14,15;5;0;14,15;5;0;;
409;14,2;5;0;14,2;5;0;;
410;14,25;5;0;14,25;5;0;;
411;14,3;5;0;14,3;5;0;;
412;14,35;5;0;14,35;5;0;;
413;14,4;5;0;14,4;5;0;;
414;14,45;5;0;14,45;5;0;;
415;14,5;5;0;14,5;5;0;;
416;14,55;5;0;14,55;5;0;;
417;14,6;5;0;14,6;5;0;;
418;14,65;5;0;14,65;5;0;;
419;14,7;5;0;14,7;5;0;;
420;14,75;5;0;14,75;5;0;;
421;14,8;5;0;14,8;5;0;;
422;14,85;5;0;14,85;5;0;;
423;14,9;5;0;14,9;5;0;;
424;14,95;5;0;14,95;5;0;;
425;15;5;0;15;5;0;;
426;15,05;5;0;15,05;5;0;;
427;15,1;5;0;15,1;5;0;;
428;15,15;5;0;15,15;5;0;;
429;15,2;5;0;15,2;5;0;;
430;15,25;5;0;15,25;5;0;;
431;15,3;5;0;15,3;5;0;;
432;15,35;5;0;15,35;5;0;;
433;15,4;5;0;15,4;5;0;;
434;15,45;5;0;15,45;5;0;;
435;15,5;5;0;15,5;5;0;;
436;15,55;5;0;15,55;5;0;;
437;15,6;5;0;15,6;5;0;;
438;15,65;5;0;15,65;5;0;;
439;15,7;5;0;15,7;5;0;;
440;15,75;5;0;15,75;5;0;;
441;15,8;5;0;15,8;5;0;;
442;15,85;5;0;15,85;5;0;;
443;15,9;5;0;15,9;5;0;;
444;15,95;5;0;15,95;5;0;;
445;16;5;0;16;5;0;;
446;16,05;5;0;16,05;5;0;;
447;16,1;5;0;16,1;5;0;;
448;16,15;5;0;16,15;5;0;;
449;16,2;5;0;16,2;5;0;;
450;16,25;5;0;16,25;5;0;;
451;16,3;5;0;16,3;5;0;;
452;16,35;5;0;16,35;5;0;;
453;16,4;5;0;16,4;5;0;;
454;16,45;5;0;16,45;5;0;;
455;16,5;5;0;16,5;5;0;;
456;16,55;5;0;16,55;5;0;;
457;16,6;5;0;16,6;5;0;;
458;16,65;5;0;16,65;5;0;;
459;16,7;5;0;16,7;5;0;;
460;16,75;5;0;16,75;5;0;;
461;16,8;5;0;16,8;5;0;;
462;16,85;5;0;16,85;5;0;;
463;16,9;5;0;16,9;5;0;;
464;16,95;5;0;16,95;5;0;;
465;17;5;0;17;5;0;;
466;17,05;5;0;17,05;5;0;;
467;17,1;5;0;17,1;5;0;;
468;17,15;5;0;17,15;5;0;;
469;17,2;5;0;17,2;5;0;;
470;17,25;5;0;17,25;5;0;;
471;17,3;5;0;17,3;5;0;;
472;17,35;5;0;17,35;5;0;;
473;17,4;5;0;17,4;5;0;;
474;17,45;5;0;17,45;5;0;;
475;17,5;5;0;17,5;5;0;;
476;17,55;5;0;17,55;5;0;;
477;17,6;5;0;17,6;5;0;;
478;17,65;5;0;17,65;5;0;;
479;17,7;5;0;17,7;5;0;;
480;17,75;5;0;17,75;5;0;;
481;17,8;5;0;17,8;5;0;;
482;17,85;5;0;17,85;5;0;;
483;17,9;5;0;17,9;5;0;;
484;17,95;5;0;17,95;5;0;;
485;18;5;0;18;5;0;;
486;18,05;5;0;18,05;5;0;;
487;18,1;5;0;18,1;5;0;;
488;18,15;5;0;18,15;5;0;;
489;18,2;5;0;18,2;5;0;;
490;18,25;5;0;18,25;5;0;;
491;18,3;5;0;18,3;5;0;;
492;18,35;5;0;18,35;5;0;;
493;18,4;5;0;18,4;5;0;;
494;18,45;5;0;18,45;5;0;;
495;18,5;5;0;18,5;5;0;;
496;18,55;5;0;18,55;5;0;;
497;18,6;5;0;18,6;5;0;;
498;18,65;5;0;18,65;5;0;;
499;18,7;5;0;18,7;5;0;;
500;18,75;5;0;18,75;5;0;18,75;5
501;18,8;5;0;18,8;5;0;;
502;18,85;5;0;18,85;5;0;;
503;18,9;5;0;18,9;5;0;;
504;18,95;5;0;18,95;5;0;;
505;19;5;0;19;5;0;;
506;19,05;5;0;19,05;5;0;;
507;19,1;5;0;19,1;5;0;;
508;19,15;5;0;19,15;5;0;;
509;19,2;5;0;19,2;5;0;;
510;19,25;5;0;19,25;5;0;;
511;19,3;5;0;19,3;5;0;;
512;19,35;5;0;19,35;5;0;;
513;19,4;5;0;19,4;5;0;;
514;19,45;5;0;19,45;5;0;;
515;19,5;5;0;19,5;5;0;;
516;19,55;5;0;19,55;5;0;;
517;19,6;5;0;19,6;5;0;;
518;19,65;5;0;19,65;5;0;;
519;19,7;5;0;19,7;5;0;;
520;19,75;5;0;19,75;5;0;;
521;19,8;5;0;19,8;5;0;;
522;19,85;5;0;19,85;5;0;;
523;19,9;5;0;19,9;5;0;;
524;19,95;5;0;19,95;5;0;;
525;20;5;0;20;5;0;;
526;20,05;5;0;20,05;5;0;;
527;20,1;5;0;20,1;5;0;;
528;20,15;5;0;20,15;5;0;;
529;20,2;5;0;20,2;5;0;;
530;20,25;5;0;20,25;5;0;;
531;20,3;5;0;20,3;5;0;;
532;20,35;5;0;20,35;5;0;;
533;20,4;5;0;20,4;5;0;;
534;20,45;5;0;20,45;5;0;;
535;20,5;5;0;20,5;5;0;;
536;20,55;5;0;20,55;5;0;;
537;20,6;5;0;20,6;5;0;;
538;20,65;5;0;20,65;5;0;;
539;20,7;5;0;20,7;5;0;;
540;20,75;5;0;20,75;5;0;;
541;20,8;5;0;20,8;5;0;;
542;20,85;5;0;20,85;5;0;;
543;20,9;5;0;20,9;5;0;;
544;20,95;5;0;20,95;5;0;;
545;21;5;0;21;5;0;;
546;21,05;5;0;21,05;5;0;;
547;21,1;5;0;21,1;5;0;;
548;21,15;5;0;21,15;5;0;;
549;21,2;5;0;21,2;5;0;;
550;21,25;5;0;21,25;5;0;;
551;21,3;5;0;21,3;5;0;;
552;21,35;5;0;21,35;5;0;;
553;21,4;5;0;21,4;5;0;;
554;21,45;5;0;21,45;5;0;;
555;21,5;5;0;21,5;5;0;;
556;21,55;5;0;21,55;5;0;;
557;21,6;5;0;21,6;5;0;;
558;21,65;5;0;21,65;5;0;;
559;21,7;5;0;21,7;5;0;;
560;21,75;5;0;21,75;5;0;;
561;21,8;5;0;21,8;5;0;;
562;21,85;5;0;21,85;5;0;;
563;21,9;5;0;21,9;5;0;;
564;21,95;5;0;21,95;5;0;;
565;22;5;0;22;5;0;;
566;22,05;5;0;22,05;5;0;;
567;22,1;5;0;22,1;5;0;;
568;22,15;5;0;22,15;5;0;;
569;22,2;5;0;22,2;5;0;;
570;22,25;5;0;22,25;5;0;;
571;22,3;5;0;22,3;5;0;;
572;22,35;5;0;22,35;5;0;;
573;22,4;5;0;22,4;5;0;;
574;22,45;5;0;22,45;5;0;;
575;22,5;5;0;22,5;5;0;;
576;22,55;5;0;22,55;5;0;;
577;22,6;5;0;22,6;5;0;;
578;22,65;5;0;22,65;5;0;;
579;22,7;5;0;22,7;5;0;;
580;22,75;5;0;22,75;5;0;;
581;22,8;5;0;22,8;5;0;;
582;22,85;5;0;22,85;5;0;;
583;22,9;5;0;22,9;5;0;;
584;22,95;5;0;22,95;5;0;;
585;23;5;0;23;5;0;;
586;23,05;5;0;23,05;5;0;;
587;23,1;5;0;23,1;5;0;;
588;23,15;5;0;23,15;5;0;;
589;23,2;5;0;23,2;5;0;;
590;23,25;5;0;23,25;5;0;;
591;23,3;5;0;23,3;5;0;;
592;23,35;5;0;23,35;5;0;;
593;23,4;5;0;23,4;5;0;;
594;23,45;5;0;23,45;5;0;;
595;23,5;5;0;23,5;5;0;;
596;23,55;5;0;23,55;5;0;;
597;23,6;5;0;23,6;5;0;;
598;23,65;5;0;23,65;5;0;;
599;23,7;5;0;23,7;5;0;;
600;23,75;5;0;23,75;5;0;23,75;5
601;23,8;5;0;23,8;5;0;;
