tick,position,velocity,acceleration
0,0,0,2
1,0.0006250000000000001,0.05,2
2,0.0025000000000000005,0.1,2
3,0.0056250000000000015,0.15000000000000002,2
4,0.010000000000000002,0.2,2
5,0.015625000000000003,0.25,2
6,0.022500000000000006,0.3,2
7,0.030625000000000006,0.35,2
8,0.04000000000000001,0.39999999999999997,2
9,0.050625,0.44999999999999996,2
10,0.0625,0.49999999999999994,2
11,0.075625,0.5499999999999999,2
12,0.09,0.6,2
13,0.105625,0.65,2
14,0.1225,0.7000000000000001,2
15,0.140625,0.7500000000000001,2
16,0.15999999999999998,0.8000000000000002,2
17,0.18062499999999998,0.8500000000000002,2
18,0.20249999999999996,0.9000000000000002,2
19,0.22562499999999996,0.9500000000000003,2
20,0.24999999999999994,1.0000000000000002,2
21,0.27562499999999995,1.0500000000000003,2
22,0.30249999999999994,1.1000000000000003,2
23,0.33062499999999995,1.1500000000000004,2
24,0.35999999999999993,1.2000000000000004,2
25,0.39062499999999994,1.2500000000000004,2
26,0.42249999999999993,1.3000000000000005,2
27,0.45562499999999995,1.3500000000000005,2
28,0.48999999999999994,1.4000000000000006,2
29,0.5256249999999999,1.4500000000000006,2
30,0.5624999999999999,1.5000000000000007,2
31,0.6006249999999999,1.5500000000000007,2
32,0.6399999999999999,1.6000000000000008,2
33,0.6806249999999999,1.6500000000000008,2
34,0.7224999999999999,1.7000000000000008,2
35,0.7656249999999999,1.7500000000000009,2
36,0.8099999999999999,1.800000000000001,2
37,0.855625,1.850000000000001,2
38,0.9025,1.900000000000001,2
39,0.9506249999999999,1.950000000000001,2
40,1,2.000000000000001,2
41,1.0506250000000001,2.0500000000000007,2
42,1.1025000000000003,2.1000000000000005,2
43,1.1556250000000003,2.1500000000000004,2
44,1.2100000000000004,2.2,2
45,1.2656250000000004,2.25,2
46,1.3225000000000005,2.3,2
47,1.3806250000000004,2.3499999999999996,2
48,1.4400000000000006,2.3999999999999995,2
49,1.5006250000000008,2.4499999999999993,2
50,1.5625000000000009,2.499999999999999,2
51,1.625625000000001,2.549999999999999,2
52,1.690000000000001,2.5999999999999988,2
53,1.755625000000001,2.6499999999999986,2
54,1.8225000000000011,2.6999999999999984,2
55,1.890625000000001,2.7499999999999982,2
56,1.960000000000001,2.799999999999998,2
57,2.030625000000001,2.849999999999998,2
58,2.102500000000001,2.8999999999999977,2
59,2.1756250000000006,2.9499999999999975,2
60,2.2500000000000004,2.9999999999999973,2
61,2.325625,3.049999999999997,2
62,2.4025,3.099999999999997,2
63,2.480625,3.149999999999997,2
64,2.5599999999999996,3.1999999999999966,2
65,2.6406249999999996,3.2499999999999964,2
66,2.7224999999999993,3.2999999999999963,2
67,2.805624999999999,3.349999999999996,2
68,2.889999999999999,3.399999999999996,2
69,2.9756249999999986,3.4499999999999957,2
70,3.0624999999999982,3.4999999999999956,2
71,3.150624999999998,3.5499999999999954,2
72,3.239999999999998,3.599999999999995,2
73,3.3306249999999977,3.649999999999995,2
74,3.4224999999999977,3.699999999999995,2
75,3.5156249999999973,3.7499999999999947,2
76,3.609999999999997,3.7999999999999945,2
77,3.705624999999997,3.8499999999999943,2
78,3.8024999999999967,3.899999999999994,2
79,3.9006249999999962,3.949999999999994,2
80,3.999999999999996,3.999999999999994,0
81,4.099999999999996,3.999999999999994,0
82,4.199999999999996,3.999999999999994,0
83,4.299999999999995,3.999999999999994,0
84,4.399999999999995,3.999999999999994,0
85,4.499999999999995,3.999999999999994,0
86,4.599999999999994,3.999999999999994,0
87,4.699999999999994,3.999999999999994,0
88,4.799999999999994,3.999999999999994,0
89,4.899999999999993,3.999999999999994,0
90,4.999999999999993,3.999999999999994,0
91,5.0999999999999925,3.999999999999994,0
92,5.199999999999992,3.999999999999994,0
93,5.299999999999992,3.999999999999994,0
94,5.3999999999999915,3.999999999999994,0
95,5.499999999999991,3.999999999999994,0
96,5.599999999999991,3.999999999999994,0
97,5.69999999999999,3.999999999999994,0
98,5.79999999999999,3.999999999999994,0
99,5.89999999999999,3.999999999999994,0
100,5.999999999999989,3.999999999999994,0
101,6.099999999999989,3.999999999999994,0
102,6.199999999999989,3.999999999999994,0
103,6.299999999999988,3.999999999999994,0
104,6.399999999999988,3.999999999999994,0
105,6.499999999999988,3.999999999999994,0
106,6.599999999999987,3.999999999999994,0
107,6.699999999999987,3.999999999999994,0
108,6.7999999999999865,3.999999999999994,0
109,6.899999999999986,3.999999999999994,0
110,6.999999999999986,3.999999999999994,0
111,7.099999999999985,3.999999999999994,0
112,7.199999999999985,3.999999999999994,0
113,7.299999999999985,3.999999999999994,0
114,7.399999999999984,3.999999999999994,0
115,7.499999999999984,3.999999999999994,0
116,7.599999999999984,3.999999999999994,0
117,7.699999999999983,3.999999999999994,0
118,7.799999999999983,3.999999999999994,0
119,7.899999999999983,3.999999999999994,0
120,7.999999999999982,3.999999999999994,0
121,8.099999999999982,3.999999999999994,0
122,8.199999999999982,3.999999999999994,0
123,8.299999999999981,3.999999999999994,0
124,8.39999999999998,3.999999999999994,0
125,8.49999999999998,3.999999999999994,0
126,8.59999999999998,3.999999999999994,0
127,8.69999999999998,3.999999999999994,0
128,8.79999999999998,3.999999999999994,0
129,8.899999999999979,3.999999999999994,0
130,8.999999999999979,3.999999999999994,0
131,9.099999999999978,3.999999999999994,0
132,9.199999999999978,3.999999999999994,0
133,9.299999999999978,3.999999999999994,0
134,9.399999999999977,3.999999999999994,0
135,9.499999999999977,3.999999999999994,0
136,9.599999999999977,3.999999999999994,0
137,9.699999999999976,3.999999999999994,0
